Satellite,Date,Location,NDVI,SMI
Landsat,01/10/23,Anantapur,99.31497383,215.9864621
Landsat,01/10/24,Palakkad,43.4871614,76.40938783
Sentinel-2,01/04/21,Raichur,16.6666081,11.63757682
Landsat,01/03/24,Raichur,13.65610671,4.12016058
Sentinel-2,01/09/22,Chitradurga,145.4220974,254.9981332
MODIS,01/03/23,Raichur,5.176998615,9.437477112
MODIS,01/02/21,Sivaganga,81.24981904,168.7077525
SMAP,01/08/19,Chitradurga,114.9715333,246.0328729
Sentinel-2,01/07/22,Koppal,74.81686687,153.7074192
MODIS,01/12/24,Vijayapura,78.56610823,162.8184731
Sentinel-2,01/11/24,Anantapur,15.63372159,9.442385674
Sentinel-2,01/07/23,Ramanathapuram,10.18423152,0.886176586
Landsat,01/11/19,Idukki,45.67899156,81.85518122
Landsat,01/10/24,Koppal,61.1503408,120.7530689
Sentinel-2,01/11/23,Vijayapura,26.17342186,33.23026538
MODIS,01/04/24,Chitradurga,45.57456422,81.69652915
SMAP,01/12/24,Raichur,132.3533971,254.9971044
AMSR-E,01/12/23,Koppal,28.26101971,37.90616608
SMAP,01/05/22,Vijayapura,55.07067561,113.5641282
MODIS,01/10/19,Anantapur,21.76872087,26.054672
Sentinel-2,01/01/21,Anantapur,11.71294069,1.8035748
AMSR-E,01/10/21,Anantapur,50.11977053,92.96024585
Landsat,01/02/21,Vijayapura,45.59990954,93.49146438
Landsat,01/12/20,Sivaganga,183.3503375,254.9848008
Sentinel-2,01/09/22,Mahbubnagar,116.9130197,233.183955
SMAP,01/11/21,Kurnool,52.61898065,99.44734025
Sentinel-2,01/04/24,Vijayapura,102.5904779,202.0252793
Sentinel-2,01/09/21,Raichur,122.9711936,250.5006719
AMSR-E,01/02/22,Chitradurga,131.8334441,254.9976225
MODIS,01/12/24,Sivaganga,132.8586257,249.0577192
MODIS,01/07/23,Vijayapura,13.65185714,12.19936323
MODIS,01/05/21,Chitradurga,35.688797,57.06190944
Sentinel-2,01/12/24,Chitradurga,70.70537639,142.593864
AMSR-E,01/03/21,Ramanathapuram,14.96026015,5.356544495
Landsat,01/07/19,Palakkad,124.929858,251.1538286
AMSR-E,01/07/19,Kurnool,44.92349696,80.05923033
SMAP,01/11/20,Sivaganga,43.33391786,76.12649035
MODIS,01/07/22,Kadapa,92.59270048,194.9354601
SMAP,01/07/20,Mahbubnagar,53.67300916,100.9577506
Landsat,01/07/20,Kadapa,58.00481772,109.5448327
Landsat,01/06/22,Chitradurga,49.91839242,92.33281326
AMSR-E,01/02/19,Sivaganga,29.8283093,42.22875452
SMAP,01/06/21,Palakkad,23.45051503,26.40653944
SMAP,01/07/23,Ramanathapuram,10.18423152,0.886176586
MODIS,01/11/19,Ramanathapuram,20.17217922,18.25426626
SMAP,01/07/21,Anantapur,96.79352927,207.0784941
MODIS,01/01/21,Kurnool,62.48173189,123.3221028
SMAP,01/09/22,Raichur,135.994344,254.9525726
SMAP,01/12/20,Palakkad,67.57437587,136.5902236
Landsat,01/08/19,Anantapur,53.53533864,101.4649827
SMAP,01/09/20,Dharmapuri,11.85519242,3.618659973
Sentinel-2,01/11/22,Kurnool,52.75248384,99.6109457
MODIS,01/03/19,Idukki,46.69458246,88.98183179
MODIS,01/02/24,Koppal,26.73463488,53.58543277
AMSR-E,01/12/21,Mahbubnagar,125.1152065,238.7469213
Landsat,01/04/21,Anantapur,70.09408307,142.1900213
Sentinel-2,01/12/19,Koppal,24.33999729,28.43103528
Sentinel-2,01/09/20,Anantapur,11.91640329,3.517219305
AMSR-E,01/06/20,Sivaganga,31.0732069,45.33967447
SMAP,01/02/19,Chitradurga,77.85399628,159.6650932
MODIS,01/11/23,Vijayapura,26.17342186,33.23026538
Landsat,01/04/22,Idukki,19.24372005,15.66482568
MODIS,01/04/20,Idukki,67.6132946,134.9564652
Sentinel-2,01/12/24,Vijayapura,78.56610823,162.8184731
MODIS,01/01/20,Ramanathapuram,130.4912474,254.9958384
AMSR-E,01/02/20,Raichur,29.79304647,50.81166387
SMAP,01/08/23,Kadapa,104.4459333,193.6079159
SMAP,01/04/23,Koppal,30.72147202,63.6768837
MODIS,01/12/19,Kadapa,8.985807896,0.368981361
Landsat,01/12/19,Raichur,89.95276356,191.965168
SMAP,01/09/24,Sivaganga,33.02340817,50.35882354
Sentinel-2,01/08/20,Idukki,152.6013205,251.7059581
SMAP,01/01/22,Palakkad,35.22810197,55.60446024
Landsat,01/07/20,Ramanathapuram,23.2044096,39.6303277
AMSR-E,01/03/21,Dharmapuri,69.21964002,138.8673882
MODIS,01/02/24,Raichur,4.734808683,7.756639957
Sentinel-2,01/03/22,Mahbubnagar,56.84140491,109.8327448
Sentinel-2,01/07/23,Vijayapura,13.65185714,12.19936323
AMSR-E,01/08/22,Chitradurga,99.51478767,207.1077602
MODIS,01/04/24,Vijayapura,102.5904779,202.0252793
Sentinel-2,01/02/24,Kadapa,7.423508883,0.099629402
Sentinel-2,01/09/22,Vijayapura,153.6218214,247.0917227
Landsat,01/06/22,Sivaganga,33.2856319,50.97295475
AMSR-E,01/04/23,Anantapur,25.50519657,31.71338463
SMAP,01/03/19,Raichur,18.76811266,39.16523385
Landsat,01/02/23,Raichur,8.089664698,0.208898783
Landsat,01/01/21,Palakkad,76.70981789,159.4814181
SMAP,01/02/19,Mahbubnagar,111.6961741,227.2890072
AMSR-E,01/12/21,Chitradurga,47.92238092,87.34799266
MODIS,01/05/20,Dharmapuri,39.83220148,67.32472062
SMAP,01/05/22,Sivaganga,30.95940304,45.22018051
Landsat,01/09/24,Palakkad,129.7749257,254.996676
SMAP,01/04/22,Raichur,8.418182135,14.52870345
Landsat,01/08/23,Ramanathapuram,18.00879049,38.77059984
SMAP,01/03/24,Ramanathapuram,26.66692472,34.09194326
Landsat,01/11/21,Idukki,128.715868,254.9965854
SMAP,01/06/24,Kadapa,31.22308016,45.79908919
MODIS,01/11/23,Idukki,31.05919123,44.96914768
SMAP,01/11/20,Koppal,58.12496042,112.916096
MODIS,01/08/23,Anantapur,25.08013511,30.24146032
AMSR-E,01/08/22,Mahbubnagar,61.03304982,120.0713863
AMSR-E,01/08/19,Dharmapuri,97.13324714,206.2248914
Sentinel-2,01/03/22,Chitradurga,16.28408504,12.17201447
AMSR-E,01/10/23,Ramanathapuram,4.22510314,5.403870821
Sentinel-2,01/03/24,Ramanathapuram,26.66692472,34.09194326
Landsat,01/12/23,Palakkad,83.61048985,172.8972383
Sentinel-2,01/06/23,Kurnool,23.98017383,28.61959195
SMAP,01/08/24,Vijayapura,94.37315655,200.8247211
SMAP,01/07/21,Dharmapuri,25.34305215,31.00366926
AMSR-E,01/08/22,Idukki,45.30792904,80.96130204
Sentinel-2,01/09/24,Kurnool,61.30846977,120.1131566
Landsat,01/01/19,Palakkad,91.83687305,190.0659921
Sentinel-2,01/01/20,Kadapa,69.0742979,140.3273973
SMAP,01/04/24,Ramanathapuram,20.78401804,19.5771935
MODIS,01/02/19,Anantapur,110.7928557,212.8824632
SMAP,01/01/23,Idukki,71.30902839,145.766145
SMAP,01/08/24,Palakkad,97.32470369,204.3522947
SMAP,01/11/24,Raichur,24.70614266,29.48224449
MODIS,01/10/21,Sivaganga,142.1151896,254.2856977
Sentinel-2,01/10/20,Raichur,150.9480124,254.0604806
Sentinel-2,01/02/20,Chitradurga,60.37670922,118.6288619
Sentinel-2,01/06/19,Kadapa,51.60659218,96.72900128
AMSR-E,01/09/20,Mahbubnagar,129.4707768,254.9903333
MODIS,01/09/23,Ramanathapuram,9.896576405,19.8862946
AMSR-E,01/07/20,Dharmapuri,107.5810945,236.1347091
Sentinel-2,01/03/24,Anantapur,9.742544174,0.856056213
SMAP,01/08/20,Kurnool,62.5821259,123.3042269
AMSR-E,01/12/24,Anantapur,131.4264822,254.9765921
Sentinel-2,01/03/22,Vijayapura,66.89732528,134.6889708
SMAP,01/03/20,Sivaganga,131.0467708,254.9943712
SMAP,01/02/24,Vijayapura,60.675735,126.3406343
MODIS,01/06/19,Koppal,103.9387717,203.2519135
MODIS,01/07/24,Idukki,52.46714973,98.97059894
SMAP,01/10/23,Kadapa,68.6026299,139.0393915
AMSR-E,01/04/19,Kurnool,67.48045158,136.4584446
Sentinel-2,01/10/20,Idukki,50.06579542,92.78132892
AMSR-E,01/06/19,Chitradurga,45.81946731,81.86425185
AMSR-E,01/10/19,Sivaganga,38.71294665,64.42221045
Sentinel-2,01/01/19,Sivaganga,130.1804168,254.98579
MODIS,01/01/20,Koppal,14.23834205,4.500098944
Landsat,01/01/22,Koppal,44.20556474,78.04183316
Sentinel-2,01/04/24,Ramanathapuram,20.78401804,19.5771935
Landsat,01/10/20,Vijayapura,11.67477369,3.376130581
AMSR-E,01/02/21,Anantapur,17.16183424,11.25211048
AMSR-E,01/02/19,Dharmapuri,85.36205125,178.1997974
Landsat,01/02/19,Chitradurga,77.85399628,159.6650932
AMSR-E,01/03/22,Kurnool,69.40700817,140.7276287
AMSR-E,01/05/21,Idukki,115.1026988,252.8873467
SMAP,01/12/21,Kurnool,51.41155362,96.07959747
MODIS,01/12/22,Anantapur,130.8585584,254.9411805
AMSR-E,01/09/20,Chitradurga,46.69808531,83.25112867
Landsat,01/11/24,Dharmapuri,31.3928988,46.17260098
Sentinel-2,01/02/20,Mahbubnagar,67.74155998,135.9117198
SMAP,01/05/20,Kurnool,80.06415176,165.5512679
Landsat,01/10/19,Ramanathapuram,131.2984393,243.8314912
Landsat,01/03/21,Kurnool,100.125788,209.4953897
Sentinel-2,01/04/24,Kurnool,65.51351118,130.6210554
AMSR-E,01/01/22,Kadapa,68.2180562,137.5768268
SMAP,01/03/20,Dharmapuri,105.8219352,231.6167505
SMAP,01/12/24,Koppal,24.88646507,50.74664235
Landsat,01/09/21,Idukki,128.2126942,254.9949803
MODIS,01/09/23,Idukki,12.5571022,4.080272436
SMAP,01/05/20,Kadapa,35.71260333,57.00107312
Sentinel-2,01/07/21,Raichur,2.330587626,4.456305742
SMAP,01/09/20,Koppal,166.825053,254.5062277
Landsat,01/02/23,Anantapur,8.679071426,0.454025984
Sentinel-2,01/11/22,Sivaganga,61.32060266,120.8859088
Landsat,01/02/19,Mahbubnagar,111.6961741,227.2890072
MODIS,01/01/21,Dharmapuri,129.8851571,254.9757981
AMSR-E,01/06/24,Vijayapura,14.67164683,7.726728201
AMSR-E,01/09/21,Dharmapuri,45.83618116,81.84061551
Landsat,01/04/23,Dharmapuri,124.1747975,254.2971246
Sentinel-2,01/05/23,Idukki,33.97363758,52.51445413
SMAP,01/01/23,Anantapur,8.136702538,0.329658747
AMSR-E,01/08/19,Ramanathapuram,44.41495132,78.37273908
SMAP,01/06/19,Dharmapuri,72.04851127,145.446311
SMAP,01/02/19,Kadapa,27.3701911,36.3095088
AMSR-E,01/06/19,Mahbubnagar,75.14595246,155.0689285
AMSR-E,01/09/19,Kurnool,26.64051056,34.30571866
MODIS,01/10/19,Raichur,20.79073596,19.37082982
AMSR-E,01/10/22,Idukki,11.03828406,1.019890547
MODIS,01/06/20,Ramanathapuram,13.18624949,2.653185844
Sentinel-2,01/06/21,Kadapa,8.573401213,0.670560122
Landsat,01/07/20,Chitradurga,61.58490539,121.6791229
SMAP,01/09/22,Anantapur,39.81896687,66.95838141
MODIS,01/11/19,Chitradurga,126.7774615,254.9896722
SMAP,01/06/22,Mahbubnagar,27.03810835,35.57102799
SMAP,01/06/22,Idukki,53.26482344,100.9787531
SMAP,01/07/22,Raichur,17.38303947,12.50520396
SMAP,01/10/19,Dharmapuri,99.06213379,213.6904042
Sentinel-2,01/07/23,Anantapur,60.97525096,117.5015559
MODIS,01/04/23,Chitradurga,57.90771627,112.3891339
AMSR-E,01/08/23,Sivaganga,35.18678188,55.65948987
Landsat,01/01/23,Raichur,99.98613787,201.749526
AMSR-E,01/10/24,Vijayapura,19.58889747,16.61850476
AMSR-E,01/03/20,Chitradurga,11.7689333,2.571642399
Landsat,01/12/23,Dharmapuri,128.1218076,254.9629209
Sentinel-2,01/08/20,Mahbubnagar,70.58746505,144.181469
Sentinel-2,01/05/23,Kurnool,23.62000489,26.766855
Landsat,01/07/21,Palakkad,151.1485777,254.9913461
Sentinel-2,01/07/19,Chitradurga,33.10847569,50.51037097
AMSR-E,01/04/24,Koppal,15.4581387,8.475963593
AMSR-E,01/05/19,Idukki,65.60831928,131.6101432
AMSR-E,01/08/24,Kadapa,130.8312094,221.0256386
Landsat,01/06/23,Koppal,51.11616516,95.51242685
MODIS,01/06/21,Koppal,19.6360352,36.98179102
AMSR-E,01/04/21,Ramanathapuram,13.8933382,29.17869425
Sentinel-2,01/12/23,Chitradurga,58.94235206,114.8974025
SMAP,01/06/19,Palakkad,24.28924274,28.5490644
MODIS,01/04/23,Sivaganga,29.82724452,42.29630733
Landsat,01/08/19,Mahbubnagar,135.0846486,254.8793068
AMSR-E,01/05/23,Vijayapura,31.44575834,46.67959309
Landsat,01/08/21,Vijayapura,47.84417915,87.05604029
AMSR-E,01/02/20,Idukki,41.20557833,80.50947642
Sentinel-2,01/01/21,Dharmapuri,129.8851571,254.9757981
Landsat,01/07/24,Dharmapuri,56.70684266,109.4600625
Sentinel-2,01/05/20,Sivaganga,44.66861033,79.34226871
SMAP,01/07/22,Palakkad,133.4930394,249.2381768
MODIS,01/03/22,Vijayapura,66.89732528,134.6889708
Sentinel-2,01/08/20,Chitradurga,33.0334146,50.44346523
Landsat,01/08/21,Sivaganga,59.06519532,115.3465509
Landsat,01/09/19,Idukki,147.3516648,254.9027588
Landsat,01/08/24,Koppal,60.3021462,117.8166351
Landsat,01/04/24,Kadapa,87.31318092,182.0847921
AMSR-E,01/03/20,Mahbubnagar,24.31910849,28.36370969
SMAP,01/07/19,Sivaganga,79.5762527,166.3044808
MODIS,01/04/23,Mahbubnagar,13.54542255,5.095268965
Landsat,01/06/20,Vijayapura,22.07939792,34.30892062
Sentinel-2,01/12/22,Kurnool,32.21917343,48.26376438
AMSR-E,01/06/23,Kadapa,46.95953012,84.93943644
MODIS,01/11/19,Mahbubnagar,92.82506752,198.1092975
SMAP,01/06/22,Chitradurga,49.91839242,92.33281326
Landsat,01/07/20,Mahbubnagar,53.67300916,100.9577506
MODIS,01/02/21,Kurnool,76.5060544,157.7803073
Landsat,01/04/19,Sivaganga,12.06472254,3.23026228
SMAP,01/02/21,Kadapa,5.854151487,0.033978939
AMSR-E,01/11/20,Dharmapuri,130.4188659,216.8395927
MODIS,01/06/20,Anantapur,77.34751654,160.5246015
MODIS,01/01/24,Raichur,0.356321573,0.527073145
Landsat,01/08/19,Chitradurga,114.9715333,246.0328729
SMAP,01/11/24,Palakkad,71.88388515,147.278383
Landsat,01/03/19,Vijayapura,54.70140862,115.3467913
Sentinel-2,01/02/22,Idukki,6.073626757,0.312055588
Landsat,01/06/24,Anantapur,24.60364819,29.36244082
Sentinel-2,01/12/23,Mahbubnagar,13.16887188,4.235646725
Landsat,01/11/19,Raichur,85.28608775,175.8353882
Sentinel-2,01/08/23,Kurnool,75.94513607,154.5530024
SMAP,01/01/23,Vijayapura,104.5934937,212.4463801
Sentinel-2,01/07/19,Mahbubnagar,87.25132346,185.7598336
AMSR-E,01/01/20,Raichur,127.6746917,254.9875464
SMAP,01/10/23,Raichur,147.1079204,254.1215048
SMAP,01/05/24,Anantapur,19.32238245,17.13531518
Sentinel-2,01/03/22,Koppal,27.89763927,55.98666954
MODIS,01/07/22,Raichur,17.38303947,12.50520396
Landsat,01/08/20,Ramanathapuram,3.621850729,0.088856936
Landsat,01/10/24,Vijayapura,19.58889747,16.61850476
SMAP,01/04/23,Anantapur,25.50519657,31.71338463
AMSR-E,01/12/23,Dharmapuri,128.1218076,254.9629209
Landsat,01/10/24,Raichur,84.75139308,178.7891111
SMAP,01/01/19,Mahbubnagar,143.7772269,245.0050647
SMAP,01/02/20,Vijayapura,62.41150498,124.6920581
Landsat,01/07/23,Anantapur,60.97525096,117.5015559
Landsat,01/12/20,Idukki,66.38529301,133.0883179
Landsat,01/01/22,Palakkad,35.22810197,55.60446024
MODIS,01/12/22,Idukki,65.71648622,131.9047518
AMSR-E,01/05/22,Sivaganga,30.95940304,45.22018051
AMSR-E,01/11/21,Chitradurga,97.32087183,210.5826406
Landsat,01/09/20,Kurnool,130.1997569,254.9955354
AMSR-E,01/08/21,Vijayapura,47.84417915,87.05604029
Landsat,01/05/23,Vijayapura,31.44575834,46.67959309
AMSR-E,01/04/23,Kurnool,18.30924869,14.29319286
Landsat,01/08/19,Koppal,77.94825363,159.4500282
Landsat,01/09/24,Idukki,83.71404719,176.9590662
AMSR-E,01/07/24,Dharmapuri,56.70684266,109.4600625
SMAP,01/12/21,Koppal,77.10478497,157.0844212
Landsat,01/04/19,Kadapa,98.55168176,205.3810289
Landsat,01/03/20,Kadapa,34.98271012,54.92661715
MODIS,01/03/22,Kadapa,11.33713865,1.636404753
MODIS,01/09/22,Sivaganga,93.3364799,199.048558
AMSR-E,01/10/20,Ramanathapuram,128.8950059,245.8797128
SMAP,01/07/19,Vijayapura,73.36929083,149.4848802
AMSR-E,01/10/24,Chitradurga,91.44676971,193.0639272
Landsat,01/12/20,Palakkad,67.57437587,136.5902236
AMSR-E,01/05/24,Idukki,70.28284454,142.9779339
AMSR-E,01/04/19,Koppal,44.12026072,77.98817801
AMSR-E,01/08/19,Kadapa,158.3994386,244.0612118
AMSR-E,01/11/21,Mahbubnagar,32.01887679,47.78021622
MODIS,01/05/24,Sivaganga,92.24125338,193.9883747
SMAP,01/01/19,Chitradurga,15.82338691,7.846421003
Landsat,01/05/20,Sivaganga,44.66861033,79.34226871
Sentinel-2,01/08/21,Sivaganga,59.06519532,115.3465509
AMSR-E,01/07/21,Anantapur,96.79352927,207.0784941
Landsat,01/04/20,Kurnool,69.87960792,142.2113883
Sentinel-2,01/02/22,Dharmapuri,34.22608137,53.21834588
SMAP,01/02/21,Kurnool,76.5060544,157.7803073
Sentinel-2,01/04/19,Sivaganga,12.06472254,3.23026228
AMSR-E,01/06/20,Vijayapura,22.07939792,34.30892062
AMSR-E,01/03/20,Koppal,27.25242615,35.78931785
SMAP,01/06/20,Sivaganga,31.0732069,45.33967447
SMAP,01/12/23,Palakkad,83.61048985,172.8972383
Landsat,01/07/23,Idukki,23.2177155,25.76513147
MODIS,01/07/21,Idukki,14.55517101,6.518397808
SMAP,01/07/22,Koppal,74.81686687,153.7074192
AMSR-E,01/10/24,Mahbubnagar,13.29124856,3.881085396
SMAP,01/09/24,Palakkad,129.7749257,254.996676
Landsat,01/07/23,Ramanathapuram,10.18423152,0.886176586
SMAP,01/01/24,Raichur,0.356321573,0.527073145
Sentinel-2,01/06/24,Anantapur,24.60364819,29.36244082
AMSR-E,01/09/24,Sivaganga,33.02340817,50.35882354
SMAP,01/03/24,Dharmapuri,49.06844378,90.43407536
MODIS,01/07/19,Anantapur,62.13386202,122.7370574
MODIS,01/01/23,Ramanathapuram,9.663734198,2.182288408
AMSR-E,01/09/23,Kurnool,28.45415497,38.83404875
MODIS,01/10/23,Raichur,147.1079204,254.1215048
AMSR-E,01/03/19,Vijayapura,54.70140862,115.3467913
Landsat,01/11/20,Dharmapuri,130.4188659,216.8395927
SMAP,01/01/21,Palakkad,76.70981789,159.4814181
Landsat,01/07/20,Dharmapuri,107.5810945,236.1347091
Sentinel-2,01/08/23,Kadapa,104.4459333,193.6079159
SMAP,01/10/24,Palakkad,43.4871614,76.40938783
Sentinel-2,01/04/23,Koppal,30.72147202,63.6768837
AMSR-E,01/08/24,Kurnool,39.0690186,63.85183406
MODIS,01/11/24,Raichur,24.70614266,29.48224449
MODIS,01/02/22,Dharmapuri,34.22608137,53.21834588
SMAP,01/08/20,Idukki,152.6013205,251.7059581
Landsat,01/06/22,Raichur,44.38299251,78.88595128
AMSR-E,01/11/22,Koppal,16.43190789,11.43354964
MODIS,01/08/20,Kurnool,62.5821259,123.3042269
Landsat,01/03/24,Anantapur,9.742544174,0.856056213
AMSR-E,01/11/20,Raichur,6.469398737,12.8759892
Sentinel-2,01/07/20,Ramanathapuram,23.2044096,39.6303277
SMAP,01/02/24,Kadapa,7.423508883,0.099629402
Landsat,01/01/19,Raichur,22.10652733,42.71209979
Sentinel-2,01/10/21,Chitradurga,130.2675302,254.9981761
MODIS,01/07/24,Chitradurga,133.5824382,254.6569896
MODIS,01/03/20,Anantapur,101.1386223,207.0889459
Landsat,01/02/19,Dharmapuri,85.36205125,178.1997974
SMAP,01/04/20,Mahbubnagar,11.11392069,1.716531754
Landsat,01/01/19,Sivaganga,130.1804168,254.98579
Landsat,01/05/22,Chitradurga,76.19299126,157.8962357
SMAP,01/10/21,Anantapur,50.11977053,92.96024585
Sentinel-2,01/05/19,Kurnool,84.55313802,177.1364985
SMAP,01/07/20,Ramanathapuram,23.2044096,39.6303277
SMAP,01/06/22,Palakkad,31.55091906,46.60081363
AMSR-E,01/10/20,Vijayapura,11.67477369,3.376130581
MODIS,01/04/23,Kadapa,23.4740057,27.0623796
SMAP,01/12/19,Koppal,24.33999729,28.43103528
Landsat,01/04/21,Kadapa,78.7471149,163.2853839
Landsat,01/08/21,Koppal,124.603596,254.7323065
MODIS,01/08/23,Koppal,36.56521511,59.15099311
SMAP,01/02/19,Sivaganga,29.8283093,42.22875452
MODIS,01/12/21,Kurnool,51.41155362,96.07959747
AMSR-E,01/01/22,Chitradurga,50.37098384,93.17716861
AMSR-E,01/11/20,Sivaganga,43.33391786,76.12649035
AMSR-E,01/03/22,Ramanathapuram,35.0424602,55.07446599
Sentinel-2,01/02/22,Kurnool,71.97725868,146.3459802
MODIS,01/06/21,Chitradurga,35.58860874,56.64700127
Sentinel-2,01/11/24,Chitradurga,22.88733697,24.82815266
SMAP,01/11/19,Vijayapura,19.86993456,18.77587867
MODIS,01/07/24,Mahbubnagar,108.8028333,233.8580067
Sentinel-2,01/10/21,Mahbubnagar,31.5560832,46.69713306
MODIS,01/05/20,Kurnool,80.06415176,165.5512679
Sentinel-2,01/11/20,Koppal,58.12496042,112.916096
Landsat,01/03/24,Ramanathapuram,26.66692472,34.09194326
MODIS,01/07/19,Idukki,129.7697141,242.3141437
Landsat,01/06/21,Palakkad,23.45051503,26.40653944
SMAP,01/08/23,Ramanathapuram,18.00879049,38.77059984
MODIS,01/06/24,Koppal,72.55815935,147.4801369
MODIS,01/01/23,Sivaganga,126.9200249,254.9583974
AMSR-E,01/08/21,Kadapa,26.08345509,32.93839288
MODIS,01/05/24,Ramanathapuram,62.04261613,122.7080932
AMSR-E,01/05/24,Kurnool,22.67809081,25.36414194
AMSR-E,01/04/21,Koppal,42.41246223,88.84988928
SMAP,01/07/19,Palakkad,124.929858,251.1538286
AMSR-E,01/11/24,Dharmapuri,31.3928988,46.17260098
Sentinel-2,01/11/24,Mahbubnagar,46.36385751,83.67265487
MODIS,01/06/21,Mahbubnagar,29.08099818,40.35198808
AMSR-E,01/01/22,Mahbubnagar,49.68156385,91.86527276
AMSR-E,01/06/21,Raichur,68.52260733,138.8342862
Sentinel-2,01/02/23,Anantapur,8.679071426,0.454025984
Landsat,01/11/22,Sivaganga,61.32060266,120.8859088
Landsat,01/06/24,Vijayapura,14.67164683,7.726728201
SMAP,01/10/19,Raichur,20.79073596,19.37082982
MODIS,01/12/21,Ramanathapuram,18.01704097,12.48359799
Landsat,01/05/22,Mahbubnagar,63.45175457,125.4838786
MODIS,01/11/20,Kadapa,46.54970074,83.95782876
AMSR-E,01/04/23,Dharmapuri,124.1747975,254.2971246
Landsat,01/11/22,Kadapa,55.20169902,105.6725876
Landsat,01/09/21,Dharmapuri,45.83618116,81.84061551
SMAP,01/04/20,Chitradurga,39.31233859,65.95881224
Sentinel-2,01/06/24,Kadapa,31.22308016,45.79908919
Sentinel-2,01/08/23,Ramanathapuram,18.00879049,38.77059984
Landsat,01/11/23,Raichur,68.65527797,137.07564
Sentinel-2,01/08/19,Kurnool,105.57336,217.5127711
SMAP,01/12/22,Sivaganga,67.63032389,136.6622431
MODIS,01/11/20,Dharmapuri,130.4188659,216.8395927
Sentinel-2,01/02/19,Dharmapuri,85.36205125,178.1997974
SMAP,01/11/24,Sivaganga,53.03258705,100.3330355
Sentinel-2,01/04/23,Raichur,0.430774927,0.649624586
AMSR-E,01/08/22,Koppal,62.14279318,122.7339494
SMAP,01/10/24,Mahbubnagar,13.29124856,3.881085396
AMSR-E,01/04/22,Kadapa,50.31284571,93.55861235
SMAP,01/08/23,Palakkad,37.67001009,61.79388332
MODIS,01/12/20,Sivaganga,183.3503375,254.9848008
SMAP,01/11/20,Idukki,68.48562098,137.6902058
Sentinel-2,01/05/20,Chitradurga,90.26177025,186.9636858
Sentinel-2,01/01/22,Ramanathapuram,125.0668836,245.5724778
Landsat,01/12/24,Sivaganga,132.8586257,249.0577192
SMAP,01/05/22,Palakkad,57.34999609,111.0534172
Sentinel-2,01/11/23,Kadapa,81.45246959,163.9830129
SMAP,01/09/23,Vijayapura,36.1732862,58.08998418
MODIS,01/09/23,Mahbubnagar,7.994212389,0.715306282
SMAP,01/01/21,Sivaganga,121.4749663,254.7939041
SMAP,01/01/22,Ramanathapuram,125.0668836,245.5724778
Sentinel-2,01/07/20,Dharmapuri,107.5810945,236.1347091
SMAP,01/06/22,Kurnool,30.95110917,45.02150464
Landsat,01/10/23,Chitradurga,53.90166688,102.4125404
AMSR-E,01/03/22,Vijayapura,66.89732528,134.6889708
AMSR-E,01/01/19,Chitradurga,15.82338691,7.846421003
Landsat,01/10/19,Anantapur,21.76872087,26.054672
SMAP,01/11/21,Mahbubnagar,32.01887679,47.78021622
MODIS,01/11/23,Koppal,27.7383492,56.3277874
Landsat,01/11/21,Koppal,41.55324292,71.53901553
SMAP,01/07/19,Kadapa,51.21547413,94.79850817
Landsat,01/02/21,Sivaganga,81.24981904,168.7077525
AMSR-E,01/05/20,Ramanathapuram,47.83437991,86.79829669
SMAP,01/01/19,Kurnool,107.4274156,214.8330464
Sentinel-2,01/11/20,Anantapur,24.18225265,28.21651435
Landsat,01/05/19,Chitradurga,95.54879189,197.5266209
MODIS,01/09/23,Chitradurga,69.2937789,140.9248397
MODIS,01/10/23,Anantapur,99.31497383,215.9864621
AMSR-E,01/11/21,Kadapa,54.73962641,104.3951406
Sentinel-2,01/05/20,Mahbubnagar,21.57602644,23.3671279
Sentinel-2,01/03/19,Kadapa,80.87232971,166.2716703
SMAP,01/11/23,Kurnool,49.51152968,91.48293352
Sentinel-2,01/06/24,Vijayapura,14.67164683,7.726728201
SMAP,01/10/24,Chitradurga,91.44676971,193.0639272
SMAP,01/04/23,Idukki,23.30633664,25.99464679
Sentinel-2,01/09/21,Dharmapuri,45.83618116,81.84061551
Sentinel-2,01/08/20,Koppal,100.6083112,216.1140125
MODIS,01/05/23,Vijayapura,31.44575834,46.67959309
Sentinel-2,01/04/20,Kadapa,33.62370229,51.82963729
Landsat,01/10/19,Kurnool,52.60166311,99.15659094
Sentinel-2,01/09/23,Raichur,12.43568945,3.329697371
